"mp_identifier";"mention_id";"relation";"description";"pos";"term_id";"dep_rel";"constituent_head";"docid";"gender_pron";"gender_api";"alias";"fullname";"ne_identifier"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_106";"label";"ze";"pron";"t_106";"head";"t_106";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_109";"agent";"McGregor";"name";"t_108";"constituent";"t_110";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_109";"agent";"met";"prep";"t_107";"constituent";"t_110";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_109";"agent";"mogen";"verb";"t_109";"head";"t_109";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_109";"agent";"praten";"verb";"t_110";"hd/vc";"t_110";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_109";"agent";"ze";"pron";"t_106";"constituent";"t_110";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_110";"agent";"McGregor";"name";"t_108";"constituent";"t_107";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_110";"agent";"met";"prep";"t_107";"hd/mod";"t_107";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_110";"agent";"praten";"verb";"t_110";"head";"t_110";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_95";"label";"deze";"det";"t_95";"head";"t_95";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_96";"label";"gebeurtenis";"noun";"t_96";"head";"t_96";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"deze";"det";"t_95";"constituent";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"die";"pron";"t_94";"constituent";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"die";"pron";"t_94";"hd/obj1";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"gebeurtenis";"noun";"t_96";"constituent";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"hebben";"verb";"t_98";"constituent";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"teweeg_brengen";"verb";"t_97";"constituent";"t_94";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_97";"agent";"teweeg_brengen";"verb";"t_97";"head";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"deze";"det";"t_95";"constituent";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"die";"pron";"t_94";"constituent";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"gebeurtenis";"noun";"t_96";"constituent";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"hebben";"verb";"t_98";"constituent";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"hebben";"verb";"t_98";"head";"t_98";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"teweeg_brengen";"verb";"t_97";"constituent";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_106";"t_98";"agent";"teweeg_brengen";"verb";"t_97";"hd/vc";"t_97";"coreferenced_a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_124";"van-rol";"in";"adj";"t_124";"head";"t_124";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_124";"van-rol";"niet";"adv";"t_122";"hd/mod";"t_122";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_124";"van-rol";"nog";"adv";"t_121";"constituent";"t_122";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_124";"van-rol";"officieel";"adj";"t_123";"hd/mod";"t_123";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_124";"van-rol";"staat";"adj";"t_125";"mwp/mwp";"t_125";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_127";"label";"beschuldiging";"noun";"t_127";"head";"t_127";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_140";"label";"zoiets";"pron";"t_140";"head";"t_140";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_141";"tot-rol";"in";"adj";"t_141";"head";"t_141";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_141";"tot-rol";"staat";"adj";"t_142";"mwp/mwp";"t_142";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"als";"comp";"t_149";"-- / --";"t_149";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"als";"comp";"t_150";"dp/dp";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"beschrijven";"verb";"t_147";"head";"t_147";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"die";"pron";"t_154";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"doen";"verb";"t_160";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"een";"det";"t_151";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"geen";"det";"t_156";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"hoffelijk";"adj";"t_152";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"kwaad";"adj";"t_158";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"man";"noun";"t_153";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"nog";"adv";"t_155";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"vlieg";"noun";"t_157";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"vriend";"noun";"t_146";"hd/su";"t_146";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"zijn";"det";"t_145";"constituent";"t_146";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_147";"undergoer";"zullen";"verb";"t_159";"constituent";"t_150";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_148";"label";"hem";"pron";"t_148";"head";"t_148";"coreferenced_a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/coreferenced_a0000000t_140";"t_151";"label";"een";"det";"t_151";"head";"t_151";"coreferenced_a0000000";"male";NA;NA;NA;NA
